Customer Id,Customer Name,Age,Gender,Other members in Family,Annual Average Spend,State
CUST03268,Midda Vardhan,44,Male,1,32343.98,Himachal Pradesh
CUST03269,Beeru Madhava,27,Male,4,46064.74,Puducherry
CUST03270,Vandana Dhar,39,Female,0,23332.99,Puducherry
CUST03271,Sharat Bhiram,42,Male,4,24003.37,Uttarakhand
CUST03272,Phoolwati Saini,61,Male,3,39021.1,Uttar Pradesh
CUST03273,Keshar Khiladi,26,Male,4,21520.87,Odisha
CUST03274,Pooran Sachdeva,67,Male,3,18447.75,Jharkhand
CUST03275,Shanti Siwam,23,Female,2,32195.66,Tripura
CUST03276,Harsh Achariy,21,Male,1,17297.99,West Bengal
CUST03277,Gulshan Prem,68,Female,3,14884.52,Goa
CUST03278,Shelender Kosik,56,Male,0,10738.85,Gujarat
CUST03279,Gurdeep Jain,50,Female,0,20541.47,Puducherry
CUST03280,Anjali Sarfaraz,68,Female,4,12630.19,Maharashtra
CUST03281,Midda Shah,66,Male,1,13688.9,Jharkhand
CUST03282,Subhash Beg,25,Male,3,30750.86,Chhattisgarh
CUST03283,Vivek Chorsiya,29,Male,0,25351.89,Madhya Pradesh
CUST03284,Kalawati Dedha,46,Female,4,23974.84,Dadra & Nagar Haveli and Daman & Diu
CUST03285,Aanamika Aftab,31,Female,0,15758.7,Kerala
CUST03286,Dipendra Kaif,68,Male,0,47512.03,Andhra Pradesh
CUST03287,Gulbasha Patni,32,Female,0,19074.71,Himachal Pradesh
CUST03288,Chanderpal Bhalla,68,Male,3,44689.86,Tripura
CUST03289,Keshar Mhoomad,38,Male,2,43233.65,Madhya Pradesh
CUST03290,Khushbu Tarfdar,38,Female,0,28338.92,Madhya Pradesh
CUST03291,Deeya Vaishnav,42,Female,0,46937.65,Uttar Pradesh
CUST03292,Swati Chand,64,Female,0,14314.17,Himachal Pradesh
CUST03293,Hemant Kaura,22,Male,3,24680.3,Chhattisgarh
CUST03294,Khushbu Batra,39,Female,2,13063.86,Maharashtra
CUST03295,Janki Agrwal,29,Female,4,19615.67,Goa
CUST03296,Khursid Shahid,64,Male,3,13629.69,Lakshadweep
CUST03297,Vidhi Khalid,52,Female,0,46045.27,Meghalaya
CUST03298,Rajkumar Raj,37,Male,0,23549.97,Uttarakhand
CUST03299,Jyoti Baliyan,35,Female,1,44937.44,Nagaland
CUST03300,Irfan Panwar,50,Male,0,26649.59,Arunachal Pradesh
CUST03301,Aanamika Thaukar,54,Female,4,11595.58,Uttar Pradesh
CUST03302,Chahat Ragahv,43,Female,2,10585.22,Sikkim
CUST03303,Sandhya Luhar,38,Female,1,15958.74,Rajasthan
CUST03304,Jitender Topno,51,Male,1,46664.1,Tripura
CUST03305,Sandhya Handda,22,Female,1,23183.84,Sikkim
CUST03306,Aasmin Lohar,48,Female,3,28146.31,Chhattisgarh
CUST03307,Kranti Sinsh,44,Female,2,34356.11,Karnataka
CUST03308,Pintu Marukh,55,Male,3,41716.44,Punjab
CUST03309,Arindra Savio,63,Male,4,13988.49,Meghalaya
CUST03310,Leelawati Saheed,32,Female,1,40512.11,Nagaland
CUST03311,Layba Lakhwani,28,Female,0,19154.63,Kerala
CUST03312,Jagdish Amhed,47,Male,4,19500.39,Mizoram
CUST03313,Sarbjeet Raina,39,Male,3,29296.72,Himachal Pradesh
CUST03314,Gulshan Sahey,45,Male,0,46989.27,Tamil Nadu
CUST03315,Santna Jaiswal,61,Female,0,28589.91,Tamil Nadu
CUST03316,Vipin Chhatwal,53,Male,2,10486.04,Manipur
CUST03317,Sna Malhotra,22,Female,2,21367.65,Maharashtra
CUST03318,Shajiya Dwivedi,57,Female,1,38262.91,Lakshadweep
CUST03319,Gajender Naseem,37,Male,2,48689.94,Delhi
CUST03320,Ramvilash Dehra,26,Male,1,12090.9,Madhya Pradesh
CUST03321,"Savita, Thuruwasn",47,Female,0,33511.35,Uttarakhand
CUST03322,Abhishekh Sagar,31,Male,4,37625.2,Uttar Pradesh
CUST03323,Akkash Day,38,Male,4,31478.39,Maharashtra
CUST03324,Gulbasha Dutt,22,Female,3,36413.23,Chandigarh
CUST03325,Ruby Presad,23,Female,0,15545,Delhi
CUST03326,Jaswant Pooja,28,Male,1,34775.65,Jammu & Kashmir
CUST03327,Rustam Adhikari,40,Male,1,21954.93,Chhattisgarh
CUST03328,Pinki Tripathi,67,Female,3,39043.74,Manipur
CUST03329,Parveen Pokharana,54,Female,3,41105.16,Meghalaya
CUST03330,Tarjan Dabral,55,Male,0,49197.87,Assam
CUST03331,Saddam Dabral,59,Male,3,36154.92,Ladakh
CUST03332,Anil Rameshwar,23,Male,3,13949.2,Uttarakhand
CUST03333,Jai Wazir,28,Male,2,12233.58,Uttar Pradesh
CUST03334,Gajender Naydu,47,Male,0,20333.1,Ladakh
CUST03335,Chanchal Maheto,21,Female,3,15131.77,Punjab
CUST03336,Jyoti Sekher,58,Female,4,12800.91,Tamil Nadu
CUST03337,Ramvilash Agrwal,28,Male,0,43135.66,Tripura
CUST03338,Anil Raoji,29,Male,1,19114.41,Tamil Nadu
CUST03339,Dinesh Prajapat,47,Male,1,34725.79,Tamil Nadu
CUST03340,Akkash Berman,46,Male,1,24802.18,Jammu & Kashmir
CUST03341,Bhagwati Patava,25,Male,2,39963.44,Rajasthan
CUST03342,Sohni Bodha,39,Female,2,36850.78,West Bengal
CUST03343,Minakchi Uved,50,Female,0,48410.24,Nagaland
CUST03344,Nagina Mukherji,55,Female,0,27470.94,Tripura
CUST03345,Aakash God,30,Male,1,17135.7,West Bengal
CUST03346,Shadab Ujjam,58,Male,2,26606.77,Delhi
CUST03347,Mubarik Kush,32,Male,3,21958.6,Mizoram
CUST03348,Kanika Ranjan,32,Female,2,27732.75,Puducherry
CUST03349,Yogesh Ahmed,60,Male,1,21984.57,Rajasthan
CUST03350,Chanderpal Kumare,65,Male,2,23144.6,Rajasthan
CUST03351,Nitin Rahuf,35,Male,2,26743.92,Rajasthan
CUST03352,Santosh Ram,31,Male,0,41163.06,Madhya Pradesh
CUST03353,Rekha Agrrwal,61,Female,0,48178.77,Punjab
CUST03354,Shadab Irfan,60,Male,3,37021.37,Jharkhand
CUST03355,Birender Sakur,46,Male,4,22477.24,Andhra Pradesh
CUST03356,Gulbasha Bhati,27,Female,0,28555.77,Uttarakhand
CUST03357,Midda Basant,43,Male,0,10698.04,Kerala
CUST03358,Vikas Savio,27,Male,0,29066.52,Lakshadweep
CUST03359,Divya Shubhan,59,Female,1,40706.64,Delhi
CUST03360,Kajal Mahawar,23,Female,0,30661.5,Karnataka
CUST03361,Tina Dhawan,24,Female,0,33214.29,Sikkim
CUST03362,"Kasid Kishor,",60,Male,0,29875.39,Goa
CUST03363,Hina Mukhiya,58,Female,2,33438.77,Chandigarh
CUST03364,Keshar Salam,64,Male,3,22763.63,Lakshadweep
CUST03365,Kajal Kadyan,57,Female,1,27744.96,Telangana
CUST03366,Shivani Kashyap,43,Female,1,38598.06,Delhi
CUST03367,Huma Taiyaybh,62,Female,3,48422.68,Rajasthan
CUST03368,Meera Dham,30,Female,1,11918.02,Arunachal Pradesh
CUST03369,Santosh Jhakhar,67,Male,4,44682.94,Kerala
CUST03370,Rajbir Faijan,56,Male,0,40766.43,Bihar
CUST03371,Chango Bhardwaj,67,Female,0,19357.58,Meghalaya
CUST03372,Poonam Shanker,26,Female,0,16405.88,Rajasthan
CUST03373,Rajbir Madan,57,Male,1,43474.95,Rajasthan
CUST03374,Ramdin Neeraj,61,Male,3,33262.3,Tripura
CUST03375,Shiv Panjara,34,Male,2,39295.41,Odisha
CUST03376,Kalyani Kainee,59,Female,3,32774.64,Chandigarh
CUST03377,Neeraj Darji,61,Male,3,34155.73,Odisha
CUST03378,Subhadra Lagan,42,Female,4,10235.42,Maharashtra
CUST03379,Yash Ujjam,63,Male,0,43203.69,Goa
CUST03380,Arti Shekar,31,Female,3,25669.79,Puducherry
CUST03381,Shivam Nichatar,21,Male,3,35436.08,Puducherry
CUST03382,Shafibul Chug,51,Male,2,34115.86,Andhra Pradesh
CUST03383,Riya Shubhan,65,Female,4,49044.99,Goa
CUST03384,Abhi Panwar,51,Male,4,32680.94,Nagaland
CUST03385,Kailash Chada,53,Male,0,12729.74,Odisha
CUST03386,Surender Salam,56,Male,4,23157.49,Delhi
CUST03387,Akkash Vats,24,Male,3,17790.98,Uttarakhand
CUST03388,Swati Iqwal,68,Female,4,28354.17,Sikkim
CUST03389,Shajiya Gomes,66,Female,1,24295.19,Arunachal Pradesh
CUST03390,Koshal Pankaj,29,Female,4,49686.75,Chandigarh
CUST03391,Lalit Kimar,42,Male,4,20227.26,Gujarat
CUST03392,Guddu Bedi,51,Male,3,19709.62,Chhattisgarh
CUST03393,Vansu Jatav,35,Male,2,32807.81,Andhra Pradesh
CUST03394,Rajni Bihari,57,Female,1,21007.6,Tripura
CUST03395,Tarjan Jagdish,52,Male,2,22291.72,Himachal Pradesh
CUST03396,Veer Sewani,35,Male,2,12404.2,Tripura
CUST03397,Dharam Ramnarayan,68,Male,2,14248.76,Puducherry
CUST03398,Sandhya Sha,64,Female,3,27396.86,Sikkim
CUST03399,Supriyal Rza,39,Male,0,14594.05,Meghalaya
CUST03400,Sarvesh Grover,24,Male,4,37902.3,Ladakh
CUST03401,Anshu Kaliya,54,Female,0,33478.18,Chhattisgarh
CUST03402,Kaushaliya Seervi,58,Female,4,29006.19,Madhya Pradesh
CUST03403,Aasmin Meter,22,Female,4,18763.09,Punjab
CUST03404,Versa Arsad,62,Female,1,12979.71,Andaman & Nicobar
CUST03405,Guddu Gomes,36,Male,4,25907.53,Nagaland
CUST03406,Shivani Firdoesh,42,Female,2,35152.61,Andhra Pradesh
CUST03407,Anita Nelson,21,Female,1,47985.21,Meghalaya
CUST03408,Vansu Sumet,52,Male,4,27298.03,Karnataka
CUST03409,Nilam Aariv,23,Female,1,12429.97,Arunachal Pradesh
CUST03410,Sukhdev Bhagwat,47,Male,1,19338.95,Sikkim
CUST03411,Beeru Prashad,48,Male,3,13065.49,West Bengal
CUST03412,Barjraj Erancis,67,Male,0,11566.05,Nagaland
CUST03413,Adnan Kallu,60,Male,3,23677.69,Punjab
CUST03414,Geeta Salani,57,Female,2,36874.95,Mizoram
CUST03415,Kanchan Sulemani,63,Female,1,33751.26,Goa
CUST03416,Nausad Rathee,52,Male,1,42246.58,Bihar
CUST03417,Adnan Risidev,53,Male,1,25896.12,Manipur
CUST03418,Chahat Yajdani,29,Female,0,32373.48,Telangana
CUST03419,Harman Balveer,38,Male,1,45747.26,Maharashtra
CUST03420,Rahul Tamang,68,Male,3,28013.02,Lakshadweep
CUST03421,Neha Muttu,63,Female,3,40487.1,Telangana
CUST03422,Vipin Praser,23,Male,3,24600.05,Chhattisgarh
CUST03423,Gajender Saksena,47,Male,0,25756.69,Sikkim
CUST03424,Jahoor Shakher,64,Male,3,28351.87,Sikkim
CUST03425,Kiran Chopra,29,Female,4,15350.43,Uttarakhand
CUST03426,Ruksana Sehgal,62,Female,4,46071.47,Gujarat
CUST03427,Roshni Naresh,36,Female,0,40906.91,Karnataka
CUST03428,Mohd Santosh,63,Male,4,45196.44,Andhra Pradesh
CUST03429,Roshni Aroda,29,Female,0,32026.39,Puducherry
CUST03430,Arti Mohhamad,59,Female,0,23302.86,Uttarakhand
CUST03431,Subhash Hemraj,46,Male,4,48032.81,Odisha
CUST03432,Bhola Alam,38,Male,0,42329.38,Uttar Pradesh
CUST03433,Kajal Vishwash,27,Female,2,34967.6,Punjab
CUST03434,Shivam Sameer,40,Male,4,42095.64,Assam
CUST03435,Kiran Rasheed,43,Female,1,49608.79,Sikkim
CUST03436,Bishun Chug,35,Male,1,14626,Meghalaya
CUST03437,Sohni Bagdi,65,Female,1,12530.32,Chandigarh
CUST03438,Jyoti Risidev,23,Female,1,36362.9,Tamil Nadu
CUST03439,Nausad Mohammed,67,Male,0,19125.83,Kerala
CUST03440,Parveen Savio,33,Female,2,13107.41,Arunachal Pradesh
CUST03441,Rahila Shahdab,38,Female,1,10225.84,Sikkim
CUST03442,Anshu Imtyaj,51,Female,4,45462.84,Karnataka
CUST03443,Akkash Mehndi,53,Male,3,40168.59,Punjab
CUST03444,Mubarik Najim,25,Male,3,11760.59,Meghalaya
CUST03445,Khushbu Bhalla,64,Female,3,11718.45,Meghalaya
CUST03446,Chanchal Shonak,51,Female,4,32911.24,Haryana
CUST03447,Akhilesh Kalra,52,Male,2,49885.64,Mizoram
CUST03448,Pawan Kaish,55,Male,2,24344.2,Rajasthan
CUST03449,Rijul Muzaffar,54,Male,4,26513.14,Kerala
CUST03450,Kushal Useel,24,Male,1,46817.7,Odisha
CUST03451,Aakanksha Ninama,35,Female,3,33623.25,Andhra Pradesh
CUST03452,Sonam Shekhar,33,Female,0,35047.88,Bihar
CUST03453,Khadak Kalam,30,Male,4,15401.73,Arunachal Pradesh
CUST03454,Mayank Mohoomad,27,Male,2,14873.89,Chhattisgarh
CUST03455,Gulfam Gomes,55,Male,3,22036.72,Sikkim
CUST03456,Birender Gehlot,40,Male,4,32487.9,Delhi
CUST03457,Mercy Najim,57,Female,0,33964.35,Karnataka
CUST03458,Nikita Sehgal,35,Female,0,14470.79,Nagaland
CUST03459,Yogesh Teja,50,Male,4,30567.72,Goa
CUST03460,Khushboo Anl,39,Female,4,11116.5,Dadra & Nagar Haveli and Daman & Diu
CUST03461,Tarjan Prashad,63,Male,1,31369.37,Chhattisgarh
CUST03462,Rajni Varaksh,68,Female,4,17217.73,Nagaland
CUST03463,Santosh Jomon,36,Male,3,40739.07,Delhi
CUST03464,Sevak Chabra,34,Male,0,21355.95,Odisha
CUST03465,Chanderpal Barman,60,Male,3,24167.56,Chandigarh
CUST03466,Tina Prajapt,59,Female,2,20807.81,Himachal Pradesh
CUST03467,Yogita Sen,55,Male,1,25397.82,Chhattisgarh
CUST03468,Manish Sanwal,34,Male,4,46929.73,Andhra Pradesh
CUST03469,Abhishek Kamruddin,30,Male,1,21516.92,Uttarakhand
CUST03470,Ruksana Alamin,64,Female,3,47806.73,Lakshadweep
CUST03471,Sheak Mehta,58,Male,1,26242.05,Himachal Pradesh
CUST03472,Bhagwati Chetri,64,Male,0,14164.03,Andhra Pradesh
CUST03473,Vansu Gaffar,58,Male,0,47871.47,Dadra & Nagar Haveli and Daman & Diu
CUST03474,Neetu Sehgal,58,Female,2,39613.57,Himachal Pradesh
CUST03475,Rajkumar Papnoi,44,Male,3,48931.47,Himachal Pradesh
CUST03476,Ramvilash Yogesh,30,Male,2,35852.4,Odisha
CUST03477,Arvind Raza,55,Male,3,19473.09,Dadra & Nagar Haveli and Daman & Diu
CUST03478,Manisha Hamza,33,Female,4,20455.15,Uttar Pradesh
CUST03479,Guddu Used,44,Male,0,28251.54,Telangana
CUST03480,Mohabbat Aroda,51,Male,2,27952.46,Delhi
CUST03481,Jamil Khetpal,29,Male,4,33687.63,Chandigarh
CUST03482,Rakhi Shkula,43,Female,2,14021.39,Karnataka
CUST03483,Gopal Raman,36,Male,0,42693.81,Mizoram
CUST03484,Jai Afjal,34,Male,0,43024.95,Telangana
CUST03485,Chanderpal Akil,41,Male,0,31252.12,Jammu & Kashmir
CUST03486,Rohit Sanjeevan,23,Male,3,15960.62,Jammu & Kashmir
CUST03487,Arti Jain,60,Female,0,33216.8,Odisha
CUST03488,Vivek Mirdha,30,Male,4,11382.25,Meghalaya
CUST03489,Rizwan Ahalawat,28,Male,1,39462.61,Lakshadweep
CUST03490,Anubhav Munchal,48,Male,3,27844.91,Telangana
CUST03491,Tammanne Koko,35,Male,0,46119.19,Goa
CUST03492,Sarain Mahta,41,Male,3,15014.37,Tamil Nadu
CUST03493,Chandni Chatru,21,Female,3,33777.21,Uttar Pradesh
CUST03494,Sarojani Kasana,62,Female,0,16114.42,Assam
CUST03495,Vidhi Sahani,51,Female,4,42125.87,Karnataka
CUST03496,Adnan Amhed,40,Male,0,20294.63,Delhi
CUST03497,Jahoor Gujjar,27,Male,0,11678.62,Himachal Pradesh
CUST03498,Lalita Kuraisi,48,Female,2,36839.88,Delhi
CUST03499,Aslam Kumare,57,Male,1,14612.41,Uttarakhand
CUST03500,Punit Sigh,31,Male,4,28614.21,Madhya Pradesh
CUST03501,Kranti Kuma,39,Female,3,38648.6,Puducherry
CUST03502,Nagina Dabral,37,Female,3,49715.2,Andaman & Nicobar
CUST03503,Ramdin Reddy,39,Male,1,33569.37,Madhya Pradesh
CUST03504,Akkash Prateek,26,Male,1,35780.1,Karnataka
CUST03505,Sohni Shyam,37,Female,1,37417.63,Bihar
CUST03506,Sumit Ahamd,60,Male,3,19235.89,Chandigarh
CUST03507,Isha Krishana,62,Female,3,45491.88,Rajasthan
CUST03508,Riya Shabad,60,Female,2,39145.13,Odisha
CUST03509,Ranu Bhattacharya,59,Female,2,13529.86,Kerala
CUST03510,Seema Raoji,31,Female,3,42302.79,Delhi
CUST03511,Doly Hema,63,Female,0,42763.1,Mizoram
CUST03512,Rinku Sanghi,37,Female,0,42959.17,Andhra Pradesh
CUST03513,Divya Aalam,28,Female,3,13072.95,West Bengal
CUST03514,Fooljhnah Mohhamad,55,Female,3,44271.32,Rajasthan
CUST03515,Sunita Divan,46,Female,3,25042.68,Meghalaya
CUST03516,Gulshan Preeti,58,Female,2,25899.92,Jammu & Kashmir
CUST03517,Abhishek Vishavkarma,41,Male,3,11856.26,Tripura
CUST03518,Khursid Master,24,Male,2,35589.35,Telangana
CUST03519,Akhilesh Agrawal,50,Male,1,30681.46,Meghalaya
CUST03520,Shakshi Sugathan,50,Female,0,21782.14,Uttar Pradesh
CUST03521,Jatin Sardar,53,Male,1,14152.54,Manipur
CUST03522,Ravindra Kol,63,Male,3,17236.28,Meghalaya
CUST03523,Jitender Khanak,62,Male,3,47813.24,Kerala
CUST03524,Anita Manoj,27,Female,1,39125.63,Mizoram
CUST03525,Ankit Chirag,46,Male,0,32859.32,Jammu & Kashmir
CUST03526,Mansi Kher,45,Female,2,24946.03,Assam
CUST03527,Kamal Husan,41,Male,0,17924.17,Gujarat
CUST03528,Vikash Koshik,33,Male,1,24418.7,Telangana
CUST03529,Priyaki Sachdeva,53,Female,0,27048.17,Bihar
CUST03530,Parvesh Shyam,53,Male,0,19023.74,Punjab
CUST03531,Pooja Kamal,58,Female,4,49842.27,Andaman & Nicobar
CUST03532,Khushboo Shokeen,29,Female,2,44351.05,Manipur
CUST03533,Dhanwanti Bhandri,33,Female,0,20994.01,Mizoram
CUST03534,Vikash Malik,45,Male,4,21259.1,Gujarat
CUST03535,Nidhi Khatoon,34,Female,3,12264.27,Ladakh
CUST03536,Akkash Hashan,67,Male,3,28665.16,Delhi
CUST03537,Priti Amir,30,Female,3,24485.26,Arunachal Pradesh
CUST03538,Rajni Samsher,36,Female,0,21265.78,Maharashtra
CUST03539,Priynka Vijay,43,Female,1,40194.56,Punjab
CUST03540,Nagina Mayank,53,Female,4,45283.15,Himachal Pradesh
CUST03541,Surender Tejpal,49,Male,1,40366.81,Mizoram
CUST03542,Nikhleshwar Kakkar,52,Male,0,45456.82,Tripura
CUST03543,Sunita Kimar,68,Female,2,29426.34,Andhra Pradesh
CUST03544,Farmaan Sohaib,58,Male,4,32953.59,Ladakh
CUST03545,Arun Awar,48,Male,1,29832.53,Telangana
CUST03546,Meena Ashim,55,Female,3,24327.4,Dadra & Nagar Haveli and Daman & Diu
CUST03547,Aslam Radhe,60,Male,0,40588.01,Ladakh
CUST03548,Sevak Faijan,63,Male,3,31649.9,Uttar Pradesh
CUST03549,Sarvesh Harendra,61,Male,2,31496.79,Lakshadweep
CUST03550,Lalita Kimar,42,Female,2,25617.85,Rajasthan
CUST03551,Arjun Meghawal,30,Male,3,35900.53,Gujarat
CUST03552,Mukul Mustfa,25,Male,0,49874.91,Dadra & Nagar Haveli and Daman & Diu
CUST03553,Nikita Nasir,48,Female,4,36706.27,Puducherry
CUST03554,Deeya Habib,25,Female,1,40272.14,Bihar
CUST03555,Roshni Prateek,41,Female,4,20602.71,Sikkim
CUST03556,Sandeep Bhoi,31,Male,1,25301.12,Assam
CUST03557,Rinki Chhatwal,67,Female,3,18598.83,Telangana
CUST03558,Gulbasha Bhan,52,Female,4,13511.5,Haryana
CUST03559,Rajkumar Sharma,43,Male,0,25400.79,Mizoram
CUST03560,Aasmin Mohmaddi,46,Female,2,23856.97,Andhra Pradesh
CUST03561,Vinod Sefi,67,Male,0,43217.43,Madhya Pradesh
CUST03562,Balraj Aazad,38,Male,1,23872.5,Arunachal Pradesh
CUST03563,Rinki Himmat,45,Female,1,46268.73,Manipur
CUST03564,Subhadra Vermani,67,Female,3,17180.07,Maharashtra
CUST03565,Neetu Muslim,31,Female,3,28828.88,Maharashtra
CUST03566,Sachin Eklok,21,Male,4,34966.05,Ladakh
CUST03567,Kabir Nagar,55,Male,1,13127.27,Arunachal Pradesh
CUST03568,Arjun Turi,39,Male,2,15142.11,Dadra & Nagar Haveli and Daman & Diu
CUST03569,Anubhav Vishal,25,Male,0,36093.92,Rajasthan
CUST03570,Kali Noor,36,Male,2,32399.19,Ladakh
CUST03571,Gulbasha Giri,33,Female,3,27844.55,Tripura
CUST03572,Bablu Kushwah,31,Male,3,45964.44,Ladakh
CUST03573,Sarojani Rasheed,25,Female,0,47089.25,Nagaland
CUST03574,Moti Mal,32,Male,0,32104.59,Punjab
CUST03575,Bhola Rathi,63,Male,0,14062.19,Meghalaya
CUST03576,Lalit Haldar,53,Male,2,48290.17,Odisha
CUST03577,Harsh Charan,54,Male,3,20166.78,Goa
CUST03578,Kamni Parkesh,42,Female,2,20571.65,Tripura
CUST03579,Neha Barman,36,Female,4,26964.12,Karnataka
CUST03580,Ramdin Kaliya,59,Male,1,26955.06,Odisha
CUST03581,Asma Bhandri,51,Female,4,12277.1,Puducherry
CUST03582,Palak Brig,67,Female,4,32826.88,Madhya Pradesh
CUST03583,Jyoti Kakkar,44,Female,2,38898.59,Rajasthan
CUST03584,Pooran Maan,60,Male,1,34642.44,Telangana
CUST03585,Vimla Ahari,63,Female,2,37376.86,Tamil Nadu
CUST03586,Palak Ramji,61,Female,3,26040.8,Tripura
CUST03587,Parvesh Gupta,39,Male,4,20368.46,Dadra & Nagar Haveli and Daman & Diu
CUST03588,Bishun Yusuf,22,Male,3,43617.2,Ladakh
CUST03589,Kanika Danish,30,Female,1,21481.63,Andaman & Nicobar
CUST03590,Deeya Kalra,65,Female,0,32516.35,Rajasthan
CUST03591,Som Jagdish,41,Male,2,18414.85,Tripura
CUST03592,Kushal Used,38,Male,2,47703.35,Tripura
CUST03593,Vikash Rampal,26,Male,4,22962.26,Karnataka
CUST03594,Chotelal Saluja,27,Male,1,48719.33,Andaman & Nicobar
CUST03595,Ajay Shrivastab,61,Male,3,31774.41,Goa
CUST03596,Rinki Sher,25,Female,4,47207.51,Arunachal Pradesh
CUST03597,Sarbjeet Karpenter,33,Male,4,23773.6,Tripura
CUST03598,Sarain Tula,65,Male,1,49162.46,Sikkim
CUST03599,Kushal Gulbhar,55,Male,1,34225.24,Tripura
CUST03600,Silender Mohsin,40,Male,1,39838.12,Punjab
CUST03601,Charu Shetty,36,Female,1,13035.83,Uttarakhand
CUST03602,Dhanwanti Kartik,40,Female,2,21996.51,West Bengal
CUST03603,Sarvesh Kalra,41,Male,4,44927.12,Lakshadweep
CUST03604,Bhupender Veer,67,Male,1,26825.98,Jammu & Kashmir
CUST03605,Isha Prasad,54,Female,4,25802.04,Manipur
CUST03606,Arun Alikhan,44,Male,1,35717.14,Puducherry
CUST03607,Guddu Kush,37,Male,4,15731.09,Arunachal Pradesh
CUST03608,Rajni Kak,59,Female,1,40673.15,Chhattisgarh
CUST03609,Versa Mangvar,45,Female,0,17327.34,Kerala
CUST03610,Rajbir Miglani,51,Male,1,49333.5,Punjab
CUST03611,Sitara Chakrwarti,47,Female,4,14655.93,Uttar Pradesh
CUST03612,Aanamika Mangal,61,Female,1,28028.65,Andhra Pradesh
CUST03613,Basnti Ravinderan,62,Female,1,48584.41,Uttarakhand
CUST03614,Preeti Juneja,31,Female,0,42834.66,Delhi
CUST03615,Chotelal Pal,54,Male,1,18481.78,Andaman & Nicobar
CUST03616,Aman Bangari,45,Male,1,17869.18,Andhra Pradesh
CUST03617,Chanchal Gupta,60,Female,4,23061.37,Punjab
CUST03618,Ankit Brig,33,Male,0,27745.34,Ladakh
CUST03619,Birender Chintu,51,Male,2,44813.71,Maharashtra
CUST03620,Priti Izhar,25,Female,1,34174.06,Sikkim
CUST03621,Rakhi Kasyap,49,Female,3,43951.17,Punjab
CUST03622,Chandni Luhar,53,Female,3,15367.71,Meghalaya
CUST03623,Nagma Saluja,21,Female,3,17489.87,Sikkim
CUST03624,Sonam Sanker,61,Female,2,45311.8,Mizoram
CUST03625,Mohd Parkesh,61,Male,3,41325.26,West Bengal
CUST03626,Gurdeep Monish,42,Female,1,33615.44,Lakshadweep
CUST03627,Koshal Topo,49,Female,0,27851.75,Meghalaya
CUST03628,Huma Nandan,67,Female,3,28347.02,Arunachal Pradesh
CUST03629,Santna Wazir,30,Female,1,19870.46,Delhi
CUST03630,Himanshu Alvi,59,Male,2,43271.38,Karnataka
CUST03631,Mohan Sarfroj,53,Male,3,49054.39,Assam
CUST03632,Babalu Vaishnav,68,Male,1,31437.69,Gujarat
CUST03633,Ranu Chhouhan,64,Female,4,48659.56,Mizoram
CUST03634,Ruby Saharan,46,Female,1,37293.72,Odisha
CUST03635,Ramdin Miglani,30,Male,4,39509.5,West Bengal
CUST03636,Riya Banarji,48,Female,3,30894.17,Tripura
CUST03637,Arti Khemchandani,27,Female,0,34393.49,Andhra Pradesh
CUST03638,Rajender Sarama,53,Male,0,12506.76,Telangana
CUST03639,Uttam Saday,35,Male,3,11349.8,Rajasthan
CUST03640,Shadab Anus,57,Male,0,45178.78,Chhattisgarh
CUST03641,Nagina Nathan,28,Female,2,10053.09,Telangana
CUST03642,Som Shakar,55,Male,4,22508.77,Dadra & Nagar Haveli and Daman & Diu
CUST03643,Ravindra Midde,56,Male,3,45158.02,Arunachal Pradesh
CUST03644,Versha Alli,52,Female,1,37333.93,Himachal Pradesh
CUST03645,Champa Wahid,32,Female,1,35701.77,Lakshadweep
CUST03646,Jyoti Modi,62,Female,0,32211.34,Uttarakhand
CUST03647,Shakshi Charpota,67,Female,2,35794.95,Madhya Pradesh
CUST03648,Khadak Siwam,68,Male,2,30595.16,Telangana
CUST03649,Kushal Shahdab,35,Male,1,10083.58,Tripura
CUST03650,Rohit Ahemad,27,Male,1,37325.36,Telangana
CUST03651,Aakash Balai,21,Male,3,22547.73,Haryana
CUST03652,Rinki Malodia,29,Female,1,46660.57,Uttarakhand
CUST03653,Manish Pujar,48,Male,4,13060.33,Mizoram
CUST03654,Janki Kaim,62,Female,4,23520.74,Puducherry
CUST03655,Shenaz Charpota,36,Female,2,11694.1,Sikkim
CUST03656,Suman Mohan,42,Female,0,23681.7,Uttarakhand
CUST03657,Yogita Vishavkarma,32,Male,4,13293.12,Uttar Pradesh
CUST03658,Mayank Soyal,47,Male,0,20095.11,Arunachal Pradesh
CUST03659,Midda Bhuniya,62,Male,2,43813.11,Mizoram
CUST03660,Mohabbat Ushama,22,Male,3,36917.72,West Bengal
CUST03661,Layba Rizwan,44,Female,2,11731.43,Madhya Pradesh
CUST03662,Fooljhnah Nand,37,Female,4,13095.75,Tamil Nadu
CUST03663,Rimmi Yasin,45,Female,2,24570.33,Bihar
CUST03664,Sunder Nanden,29,Male,4,11892.85,Chandigarh
CUST03665,Monika Shahid,24,Female,2,19887.71,Tripura
CUST03666,Lalita Husan,26,Female,4,44041.86,Andaman & Nicobar
CUST03667,Raju Safi,25,Male,4,39899.18,Manipur
CUST03668,Gulshan Siwam,41,Female,4,17082.18,Nagaland
